24.49, 24.49, 24.49, 24.49, 24.49, 24.49, 24.49, 24.49, 24.49, 24.49, 24.49, 24.49, 24.49, 24.49, 24.49, 24.49, 24.49, 24.49, 24.49, 24.49, 24.49, 24.49, 24.49, 24.49, 24.49, 24.49, 24.49, 24.49, 24.49, 24.49, 24.49, 24.49, 24.49, 24.49, 24.49, 24.49, 24.49, 24.49, 24.49, 24.49, 24.49, 24.49, 24.49, 24.49, 24.49, 24.49, 24.49, 24.49, 24.49, 24.49
25.51, 25.51, 25.51, 25.51, 25.51, 25.51, 25.51, 25.51, 25.51, 25.51, 25.51, 25.51, 25.51, 25.51, 25.51, 25.51, 25.51, 25.51, 25.51, 25.51, 25.51, 25.51, 25.51, 25.51, 25.51, 25.51, 25.51, 25.51, 25.51, 25.51, 25.51, 25.51, 25.51, 25.51, 25.51, 25.51, 25.51, 25.51, 25.51, 25.51, 25.51, 25.51, 25.51, 25.51, 25.51, 25.51, 25.51, 25.51, 25.51, 25.51
26.53, 26.53, 26.53, 26.53, 26.53, 26.53, 26.53, 26.53, 26.53, 26.53, 26.53, 26.53, 26.53, 26.53, 26.53, 26.53, 26.53, 26.53, 26.53, 26.53, 26.53, 26.53, 26.53, 26.53, 26.53, 26.53, 26.53, 26.53, 26.53, 26.53, 26.53, 26.53, 26.53, 26.53, 26.53, 26.53, 26.53, 26.53, 26.53, 26.53, 26.53, 26.53, 26.53, 26.53, 26.53, 26.53, 26.53, 26.53, 26.53, 26.53
27.55, 27.55, 27.55, 27.55, 27.55, 27.55, 27.55, 27.55, 27.55, 27.55, 27.55, 27.55, 27.55, 27.55, 27.55, 27.55, 27.55, 27.55, 27.55, 27.55, 27.55, 27.55, 27.55, 27.55, 27.55, 27.55, 27.55, 27.55, 27.55, 27.55, 27.55, 27.55, 27.55, 27.55, 27.55, 27.55, 27.55, 27.55, 27.55, 27.55, 27.55, 27.55, 27.55, 27.55, 27.55, 27.55, 27.55, 27.55, 27.55, 27.55
28.57, 28.57, 28.57, 28.57, 28.57, 28.57, 28.57, 28.57, 28.57, 28.57, 28.57, 28.57, 28.57, 28.57, 28.57, 28.57, 28.57, 28.57, 28.57, 28.57, 28.57, 28.57, 28.57, 28.57, 28.57, 28.57, 28.57, 28.57, 28.57, 28.57, 28.57, 28.57, 28.57, 28.57, 28.57, 28.57, 28.57, 28.57, 28.57, 28.57, 28.57, 28.57, 28.57, 28.57, 28.57, 28.57, 28.57, 28.57, 28.57, 28.57
29.59, 29.59, 29.59, 29.59, 29.59, 29.59, 29.59, 29.59, 29.59, 29.59, 29.59, 29.59, 29.59, 29.59, 29.59, 29.59, 29.59, 29.59, 29.59, 29.59, 29.59, 29.59, 29.59, 29.59, 29.59, 29.59, 29.59, 29.59, 29.59, 29.59, 29.59, 29.59, 29.59, 29.59, 29.59, 29.59, 29.59, 29.59, 29.59, 29.59, 29.59, 29.59, 29.59, 29.59, 29.59, 29.59, 29.59, 29.59, 29.59, 29.59
30.61, 30.61, 30.61, 30.61, 30.61, 30.61, 30.61, 30.61, 30.61, 30.61, 30.61, 30.61, 30.61, 30.61, 30.61, 30.61, 30.61, 30.61, 30.61, 30.61, 30.61, 30.61, 30.61, 30.61, 30.61, 30.61, 30.61, 30.61, 30.61, 30.61, 30.61, 30.61, 30.61, 30.61, 30.61, 30.61, 30.61, 30.61, 30.61, 30.61, 30.61, 30.61, 30.61, 30.61, 30.61, 30.61, 30.61, 30.61, 30.61, 30.61
31.63, 31.63, 31.63, 31.63, 31.63, 31.63, 31.63, 31.63, 31.63, 31.63, 31.63, 31.63, 31.63, 31.63, 31.63, 31.63, 31.63, 31.63, 31.63, 31.63, 31.63, 31.63, 31.63, 31.63, 31.63, 31.63, 31.63, 31.63, 31.63, 31.63, 31.63, 31.63, 31.63, 31.63, 31.63, 31.63, 31.63, 31.63, 31.63, 31.63, 31.63, 31.63, 31.63, 31.63, 31.63, 31.63, 31.63, 31.63, 31.63, 31.63
32.65, 32.65, 32.65, 32.65, 32.65, 32.65, 32.65, 32.65, 32.65, 32.65, 32.65, 32.65, 32.65, 32.65, 32.65, 32.65, 32.65, 32.65, 32.65, 32.65, 32.65, 32.65, 32.65, 32.65, 32.65, 32.65, 32.65, 32.65, 32.65, 32.65, 32.65, 32.65, 32.65, 32.65, 32.65, 32.65, 32.65, 32.65, 32.65, 32.65, 32.65, 32.65, 32.65, 32.65, 32.65, 32.65, 32.65, 32.65, 32.65, 32.65
33.67, 33.67, 33.67, 33.67, 33.67, 33.67, 33.67, 33.67, 33.67, 33.67, 33.67, 33.67, 33.67, 33.67, 33.67, 33.67, 33.67, 33.67, 33.67, 33.67, 33.67, 33.67, 33.67, 33.67, 33.67, 33.67, 33.67, 33.67, 33.67, 33.67, 33.67, 33.67, 33.67, 33.67, 33.67, 33.67, 33.67, 33.67, 33.67, 33.67, 33.67, 33.67, 33.67, 33.67, 33.67, 33.67, 33.67, 33.67, 33.67, 33.67
34.69, 34.69, 34.69, 34.69, 34.69, 34.69, 34.69, 34.69, 34.69, 34.69, 34.69, 34.69, 34.69, 34.69, 34.69, 34.69, 34.69, 34.69, 34.69, 34.69, 34.69, 34.69, 34.69, 34.69, 34.69, 34.69, 34.69, 34.69, 34.69, 34.69, 34.69, 34.69, 34.69, 34.69, 34.69, 34.69, 34.69, 34.69, 34.69, 34.69, 34.69, 34.69, 34.69, 34.69, 34.69, 34.69, 34.69, 34.69, 34.69, 34.69
35.71, 35.71, 35.71, 35.71, 35.71, 35.71, 35.71, 35.71, 35.71, 35.71, 35.71, 35.71, 35.71, 35.71, 35.71, 35.71, 35.71, 35.71, 35.71, 35.71, 35.71, 35.71, 35.71, 35.71, 35.71, 35.71, 35.71, 35.71, 35.71, 35.71, 35.71, 35.71, 35.71, 35.71, 35.71, 35.71, 35.71, 35.71, 35.71, 35.71, 35.71, 35.71, 35.71, 35.71, 35.71, 35.71, 35.71, 35.71, 35.71, 35.71
36.73, 36.73, 36.73, 36.73, 36.73, 36.73, 36.73, 36.73, 36.73, 36.73, 36.73, 36.73, 36.73, 36.73, 36.73, 36.73, 36.73, 36.73, 36.73, 36.73, 36.73, 36.73, 36.73, 36.73, 36.73, 36.73, 36.73, 36.73, 36.73, 36.73, 36.73, 36.73, 36.73, 36.73, 36.73, 36.73, 36.73, 36.73, 36.73, 36.73, 36.73, 36.73, 36.73, 36.73, 36.73, 36.73, 36.73, 36.73, 36.73, 36.73
37.76, 37.76, 37.76, 37.76, 37.76, 37.76, 37.76, 37.76, 37.76, 37.76, 37.76, 37.76, 37.76, 37.76, 37.76, 37.76, 37.76, 37.76, 37.76, 37.76, 37.76, 37.76, 37.76, 37.76, 37.76, 37.76, 37.76, 37.76, 37.76, 37.76, 37.76, 37.76, 37.76, 37.76, 37.76, 37.76, 37.76, 37.76, 37.76, 37.76, 37.76, 37.76, 37.76, 37.76, 37.76, 37.76, 37.76, 37.76, 37.76, 37.76
38.78, 38.78, 38.78, 38.78, 38.78, 38.78, 38.78, 38.78, 38.78, 38.78, 38.78, 38.78, 38.78, 38.78, 38.78, 38.78, 38.78, 38.78, 38.78, 38.78, 38.78, 38.78, 38.78, 38.78, 38.78, 38.78, 38.78, 38.78, 38.78, 38.78, 38.78, 38.78, 38.78, 38.78, 38.78, 38.78, 38.78, 38.78, 38.78, 38.78, 38.78, 38.78, 38.78, 38.78, 38.78, 38.78, 38.78, 38.78, 38.78, 38.78
39.80, 39.80, 39.80, 39.80, 39.80, 39.80, 39.80, 39.80, 39.80, 39.80, 39.80, 39.80, 39.80, 39.80, 39.80, 39.80, 39.80, 39.80, 39.80, 39.80, 39.80, 39.80, 39.80, 39.80, 39.80, 39.80, 39.80, 39.80, 39.80, 39.80, 39.80, 39.80, 39.80, 39.80, 39.80, 39.80, 39.80, 39.80, 39.80, 39.80, 39.80, 39.80, 39.80, 39.80, 39.80, 39.80, 39.80, 39.80, 39.80, 39.80
40.82, 40.82, 40.82, 40.82, 40.82, 40.82, 40.82, 40.82, 40.82, 40.82, 40.82, 40.82, 40.82, 40.82, 40.82, 40.82, 40.82, 40.82, 40.82, 40.82, 40.82, 40.82, 40.82, 40.82, 40.82, 40.82, 40.82, 40.82, 40.82, 40.82, 40.82, 40.82, 40.82, 40.82, 40.82, 40.82, 40.82, 40.82, 40.82, 40.82, 40.82, 40.82, 40.82, 40.82, 40.82, 40.82, 40.82, 40.82, 40.82, 40.82
41.84, 41.84, 41.84, 41.84, 41.84, 41.84, 41.84, 41.84, 41.84, 41.84, 41.84, 41.84, 41.84, 41.84, 41.84, 41.84, 41.84, 41.84, 41.84, 41.84, 41.84, 41.84, 41.84, 41.84, 41.84, 41.84, 41.84, 41.84, 41.84, 41.84, 41.84, 41.84, 41.84, 41.84, 41.84, 41.84, 41.84, 41.84, 41.84, 41.84, 41.84, 41.84, 41.84, 41.84, 41.84, 41.84, 41.84, 41.84, 41.84, 41.84
42.86, 42.86, 42.86, 42.86, 42.86, 42.86, 42.86, 42.86, 42.86, 42.86, 42.86, 42.86, 42.86, 42.86, 42.86, 42.86, 42.86, 42.86, 42.86, 42.86, 42.86, 42.86, 42.86, 42.86, 42.86, 42.86, 42.86, 42.86, 42.86, 42.86, 42.86, 42.86, 42.86, 42.86, 42.86, 42.86, 42.86, 42.86, 42.86, 42.86, 42.86, 42.86, 42.86, 42.86, 42.86, 42.86, 42.86, 42.86, 42.86, 42.86
43.88, 43.88, 43.88, 43.88, 43.88, 43.88, 43.88, 43.88, 43.88, 43.88, 43.88, 43.88, 43.88, 43.88, 43.88, 43.88, 43.88, 43.88, 43.88, 43.88, 43.88, 43.88, 43.88, 43.88, 43.88, 43.88, 43.88, 43.88, 43.88, 43.88, 43.88, 43.88, 43.88, 43.88, 43.88, 43.88, 43.88, 43.88, 43.88, 43.88, 43.88, 43.88, 43.88, 43.88, 43.88, 43.88, 43.88, 43.88, 43.88, 43.88
44.90, 44.90, 44.90, 44.90, 44.90, 44.90, 44.90, 44.90, 44.90, 44.90, 44.90, 44.90, 44.90, 44.90, 44.90, 44.90, 44.90, 44.90, 44.90, 44.90, 44.90, 44.90, 44.90, 44.90, 44.90, 44.90, 44.90, 44.90, 44.90, 44.90, 44.90, 44.90, 44.90, 44.90, 44.90, 44.90, 44.90, 44.90, 44.90, 44.90, 44.90, 44.90, 44.90, 44.90, 44.90, 44.90, 44.90, 44.90, 44.90, 44.90
45.92, 45.92, 45.92, 45.92, 45.92, 45.92, 45.92, 45.92, 45.92, 45.92, 45.92, 45.92, 45.92, 45.92, 45.92, 45.92, 45.92, 45.92, 45.92, 45.92, 45.92, 45.92, 45.92, 45.92, 45.92, 45.92, 45.92, 45.92, 45.92, 45.92, 45.92, 45.92, 45.92, 45.92, 45.92, 45.92, 45.92, 45.92, 45.92, 45.92, 45.92, 45.92, 45.92, 45.92, 45.92, 45.92, 45.92, 45.92, 45.92, 45.92
46.94, 46.94, 46.94, 46.94, 46.94, 46.94, 46.94, 46.94, 46.94, 46.94, 46.94, 46.94, 46.94, 46.94, 46.94, 46.94, 46.94, 46.94, 46.94, 46.94, 46.94, 46.94, 46.94, 46.94, 46.94, 46.94, 46.94, 46.94, 46.94, 46.94, 46.94, 46.94, 46.94, 46.94, 46.94, 46.94, 46.94, 46.94, 46.94, 46.94, 46.94, 46.94, 46.94, 46.94, 46.94, 46.94, 46.94, 46.94, 46.94, 46.94
47.96, 47.96, 47.96, 47.96, 47.96, 47.96, 47.96, 47.96, 47.96, 47.96, 47.96, 47.96, 47.96, 47.96, 47.96, 47.96, 47.96, 47.96, 47.96, 47.96, 47.96, 47.96, 47.96, 47.96, 47.96, 47.96, 47.96, 47.96, 47.96, 47.96, 47.96, 47.96, 47.96, 47.96, 47.96, 47.96, 47.96, 47.96, 47.96, 47.96, 47.96, 47.96, 47.96, 47.96, 47.96, 47.96, 47.96, 47.96, 47.96, 47.96
48.98, 48.98, 48.98, 48.98, 48.98, 48.98, 48.98, 48.98, 48.98, 48.98, 48.98, 48.98, 48.98, 48.98, 48.98, 48.98, 48.98, 48.98, 48.98, 48.98, 48.98, 48.98, 48.98, 48.98, 48.98, 48.98, 48.98, 48.98, 48.98, 48.98, 48.98, 48.98, 48.98, 48.98, 48.98, 48.98, 48.98, 48.98, 48.98, 48.98, 48.98, 48.98, 48.98, 48.98, 48.98, 48.98, 48.98, 48.98, 48.98, 48.98
50.00, 50.00, 50.00, 50.00, 50.00, 50.00, 50.00, 50.00, 50.00, 50.00, 50.00, 50.00, 50.00, 50.00, 50.00, 50.00, 50.00, 50.00, 50.00, 50.00, 50.00, 50.00, 50.00, 50.00, 50.00, 50.00, 50.00, 50.00, 50.00, 50.00, 50.00, 50.00, 50.00, 50.00, 50.00, 50.00, 50.00, 50.00, 50.00, 50.00, 50.00, 50.00, 50.00, 50.00, 50.00, 50.00, 50.00, 50.00, 50.00, 50.00
